inst,state,city
international institute of cosmetology,CT,Wethersfield
florida school of traditional midwifery,FL,Gainesville
emerald coast technical college,FL,DeFuniak Springs
immokalee technical college,FL,Immokalee
american academy of cosmetology,FL,Orange Park
university of fort lauderdale,FL,Lauderhill
aviation institute of maintenance-orlando,FL,Casselberry
summit salon academy,FL,Tampa
summit salon academy-gainesville,FL,Gainesville
tenaj salon institute,FL,The Villages
profile institute of barber-styling,GA,Atlanta
keune academy by 124,GA,Lawrenceville
pacific rim christian university,HI,Honolulu
paul mitchell the school-twin falls,ID,TWIN FALLS
ambria college of nursing,IL,Hoffman Estates
midwestern career college,IL,Chicago
paul mitchell the school-normal,IL,Normal
innovations design academy,IL,Canton
aveda fredric's institute-indianapolis,IN,Carmel
summit salon academy,IN,Anderson
eric fisher academy,KS,Wichita
my le's beauty college,LA,Gretna
blackstone valley vocational regional school district,MA,Upton
southern worcester county regional vocational school district,MA,Charlton
l'esprit academy,MI,Canton
marketti academy of cosmetology,MI,Waterford
avalon school of cosmetology,MN,Worthington
city vision university,MO,Kansas City
montana academy of salons,MT,Great Falls
national career institute,NJ,East Orange
paul mitchell the school-albuquerque,NM,Albuquerque
international academy of style,NV,Reno
edp school,NY,Brooklyn
new york medical career training center,NY,Flushing
institute of culinary education,NY,New York
the salon professional academy-tonawanda,NY,Tonawanda
paul mitchell the school-nyc,NY,Staten Island
four county career center,OH,Archbold
summit salon academy-perrysburg,OH,Perrysburg
portland actors conservatory,OR,Portland
somerset county technology center,PA,Somerset
metro beauty academy,PA,Allentown
academy for careers and technology,SC,Mullins
love beauty school inc,TN,Manchester
houston international college cardiotech ultrasound school,TX,Houston
duvall's school of cosmetology,TX,Bedford
texas beauty college,TX,Haltom city
avenue five institute,TX,Austin
the salon professional academy-lewisville,TX,Lewisville
renaissance academie,UT,Provo
ascent college,VA,Hampton
institute of advanced medical esthetics,VA,Ashland
aveda arts & sciences institute seattle,WA,Seattle
northwest school of wooden boat building,WA,Port Hadlock
the salon professional academy-onalaska,WI,Onalaska
west coast university-orange county,CA,Anaheim
west coast university-ontario,CA,Ontario
paul mitchell the school-chicago,IL,Chicago
miller-motte college-fayetteville,NC,Fayetteville
miller-motte college-columbus,GA,Columbus
the art institute of virginia beach,VA,Virginia Beach
fortis college-indianapolis,IN,Indianapolis
empire beauty school-e memphis,TN,Memphis
empire beauty school-nashville,TN,Brentwood
empire beauty school-jackson,TN,Jackson
empire beauty school-springfield,PA,Springfield
empire beauty school-speedway,IN,Speedway
empire beauty school-morrow,GA,Morrow
strayer university-arkansas,AR,Little Rock
strayer university-georgia,GA,Chamblee
strayer university-mississippi,MS,Jackson
strayer university-south carolina,SC,Greenville
strayer university-texas,TX,Farmers Branch
the art institute of san antonio,TX,San Antonio
empire beauty school-charlotte,NC,Charlotte
empire beauty school-winston-salem,NC,Winston-Salem
empire beauty school-west palm,FL,West Palm Beach
empire beauty school-pineville,NC,Charlotte
paul mitchell the school-phoenix,AZ,Phoenix
paul mitchell the school-modesto,CA,Modesto
cosmo beauty academy,CA,Sacramento
paul mitchell the school-fresno,CA,Fresno
unitek college,CA,Fremont
gurnick academy of medical arts,CA,San Mateo
paul mitchell the school-east bay,CA,Pleasant Hill
south university-richmond,VA,Glen Allen
south university-virginia beach,VA,Virginia Beach
aveda institute-denver,CO,Denver
paul mitchell the school-colorado springs,CO,Colorado Springs
the salon professional academy-colorado springs,CO,Colorado Springs
paul mitchell the school-delaware,DE,Newark
fred k marchman technical college,FL,New Port Richey
the salon professional academy-ft myers,FL,Fort Myers
universal spa training academy,IL,Downers Grove
the salon professional academy-evansville,IN,Evansville
tri county regional vocational technical high school,MA,Franklin
compass college of film and media,MI,Grand Rapids
nova academy of cosmetology,MN,Rochester
sage school of massage & esthetics,OR,Bend
peloton college,TX,Dallas
abc beauty academy,TX,Richardson
salon & spa institute,TX,Brownsville
american beauty academy,UT,Payson
summit salon academy,WA,Tacoma
paul mitchell the school-milwaukee,WI,Wauwatosa
touro university worldwide,CA,Los Alamitos
touro university california,CA,Vallejo
the chicago school of professional psychology at washington dc,DC,Washington
touro university nevada,NV,Henderson
herzing university-kenosha,WI,Kenosha
herzing university-brookfield,WI,Brookfield
texas a&m university-san antonio,TX,San Antonio
fortis institute,TX,Houston
southern careers institute-brownsville,TX,Brownsville
southern careers institute-harlingen,TX,Harlingen
strayer university-global region,DC,Washington
kenneth shuler school of cosmetology-florence,SC,Florence
fortis college-columbia,SC,Columbia
ross medical education center-davison,MI,Davison
ross medical education center-granger,IN,Granger
ross medical education center-niles,OH,Niles
ross medical education center-canton,MI,Canton
pima medical institute-houston,TX,Houston
illinois media school-chicago campus,IL,Chicago
miller-motte college-stvt-san antonio,TX,San Antonio
concorde career college-dallas,TX,Dallas
concorde career institute-orlando,FL,Orlando
concorde career college-san antonio,TX,San Antonio
johnson & wales university-online,RI,Providence
fairfax university of america,VA,Fairfax
geisinger-lewistown hospital school of nursing,PA,Lewistown
moreno valley college,CA,Moreno Valley
norco college,CA,Norco
dorsey college-saginaw,MI,Saginaw
milan institute-boise,ID,Boise
milan institute of cosmetology-el paso,TX,El Paso
universal technical institute-dallas fort worth,TX,Irving
icpr junior college,PR,Manati
artistic nails and beauty academy-lakeland,FL,Lakeland
hawaii medical college,HI,Honolulu
carolina college of hair design,NC,Asheville
college of massage therapy,ID,Blackfoot
miller-motte college-jacksonville,NC,Jacksonville
miller-motte college-augusta,GA,Augusta
miller-motte college-conway,SC,Conway
aveda institute-portland,OR,Portland
chamberlain university-virginia,VA,Vienna
penrose academy,AZ,Scottsdale
skin institute,MO,Saint Louis
beauty academy of south florida,FL,Hialeah Gardens
ogle school hair skin nails-north dallas,TX,Dallas
the salon professional academy,AR,Sherwood
the salon professional academy-st charles,MO,St. Charles
mildred elley-new york campus,NY,New York
national paralegal college,AZ,Phoenix
carolina college of biblical studies,NC,Fayetteville
northeast technology center,OK,Pryor
allstate hairstyling & barber college,OH,Cleveland
omega graduate school,TN,Dayton
jung tao school of classical chinese medicine,NC,Sugar Grove
new york film academy,CA,Burbank
international college of cosmetology,CA,Oakland
bella capelli academy,PA,Monroeville
institute of medical careers,PA,Pittsburgh
flagler technical college,FL,Palm Coast
galaxy medical college,CA,North Hollywood
american medical sciences center,CA,Glendale
mandalyn academy,UT,American Fork
jose maria vargas university,FL,Pembroke Pines
d a dorsey technical college,FL,Miami
keweenaw bay ojibwa community college,MI,Baraga
meridian institute of surgical assisting,TN,Nashville
mauna loa helicopters,HI,Kailua Kona
acaydia school of aesthetics,UT,Provo
holistic massage training institute,MD,Baltimore
diamonds college,TX,Sherman
northern virginia school of therapeutic massage,VA,Falls Church
paul mitchell the school-st louis,MO,St. Louis
advanced training institute,NV,Las Vegas
shepherds theological seminary,NC,Cary
taylor andrews academy of hair design-west jordan,UT,West Jordan
santa ana beauty academy,CA,Santa Ana
manna university,NC,Fayetteville
evolve beauty academy,MO,Washing
aveda institute-new mexico,NM,Albuquerque
american trade school,MO,Saint Ann
estelle skin care and spa institute,IL,Skokie
paul mitchell the school-honolulu,HI,Honolulu
elite cosmetology school,CA,PALM DESERT
american technical institute,PR,Bayamon
bergin university of canine studies,CA,Penngrove
aveda institute-boise,ID,Boise
pima medical institute-aurora,CO,Aurora
capilo school of hair design,ME,Augusta
pure aesthetics natural skincare school,AZ,Tucson
lindsey institute of cosmetology,KY,Bowling Green
buckner barber school,TX,Dallas
simmons college of kentucky,KY,Louisville
atelier esthetique institute of esthetics,NY,New York
advanced college of cosmetology,WI,Waupun
north american university,TX,Stafford
united beauty college,CO,Denver
cinta aveda institute,CA,San Francisco
long island nail skin & hair institute,NY,Levittown
keser torah-mayan hatalmud,NJ,Lakewood
southern california health institute,CA,North Hollywood
best care college,NJ,East Orange
first class cosmetology school,WI,Beloit
millennia atlantic university,FL,Doral
abcott institute,MI,Southfield
the salon professional academy-kenosha,WI,Kenosha
paul mitchell the school-indianapolis,IN,Indianapolis
taylor andrews academy-st george,UT,St. George
protege academy,MI,East Lansing
colorado academy of veterinary technology,CO,Colorado Springs
northeast technical institute,ME,Scarborough
elite school of cosmetology,OH,Norwalk
paul mitchell the school-las vegas,NV,Las Vegas
summit salon academy-kokomo,IN,Kokomo
florida academy,FL,Fort Myers
institute for doctoral studies in the visual arts,ME,Portland
state career college,IL,Gurnee
academy for salon professionals,CA,Northridge
paul mitchell the school-spokane,WA,Spokane Valley
international college of beauty arts & sciences,CA,Los Angeles
the salon professional academy,IL,Plainfield
john paul the great catholic university,CA,Escondido
university of connecticut-hartford campus,CT,Hartford
ottawa university-surprise,AZ,Surprise
chamberlain university-missouri,MO,St. Louis
chamberlain university-texas,TX,Houston
continental school of beauty culture-mattydale,NY,Mattydale
carrington college-ontario,CA,Ontario
paul mitchell the school-columbia,SC,West Columbia
paul mitchell the school-charleston,SC,North Charleston
kenneth shuler school of cosmetology-greenville,SC,Greenville
northwest college-eugene,OR,Springfield
northwest college-tualatin,OR,Tualatin
san joaquin valley college-hanford classroom,CA,Hanford
cet-soledad,CA,Soledad
uei college-oceanside,CA,Oceanside
paul mitchell the school-new orleans,LA,Metairie
uei college-garden grove,CA,Garden Grove
new england tractor trailer training school of massachusetts,MA,North Andover
dewey university-manati,PR,Manati
allen school-phoenix,AZ,Phoenix
oklahoma technical college,OK,Tulsa
unitech training academy-alexandria,LA,Alexandria
uei college-riverside,CA,Riverside
wellspring school of allied health-lawrence,KS,Lawrence
manuel and theresa's school of hair design-victoria,TX,Victoria
tricoci university of beauty culture-chicago ne,IL,Chicago
los angeles pacific university,CA,San Dimas
avalon institute-phoenix,AZ,Phoenix
avalon institute-layton,UT,Layton
aveda institute-des moines,IA,West Des Moines
fortis institute-lawrenceville,NJ,Lawrenceville
relay graduate school of education,NY,New York
miller-motte college-macon,GA,Macon
south university-savannah online,GA,Savannah
san joaquin valley college-temecula,CA,Temecula
whitworth university-adult degree programs,WA,Spokane
the colleges of law at santa barbara,CA,Santa Barbara
springfield college-regional online and continuing education,MA,Springfield
marian health careers center-van nuys campus,CA,Van Nuys
milan institute-las vegas,NV,Las Vegas
catholic distance university,WV,Charles Town
new york school of esthetics & day spa,NY,white plains
finger lakes health college of nursing & health sciences,NY,Geneva
asi career institute,NJ,Turnersville
christine valmy international school of esthetics & cosmetology,NJ,Pine Brook
city college-hollywood,FL,Hollywood
paul mitchell the school-arlington,TX,Arlington
rocky mountain university of health professions,UT,Provo
paul mitchell the school-fort myers,FL,Fort Myers
paul mitchell the school-raleigh,NC,Raleigh
